Compiling for 128 parallel environments...
Compilation time: 1.0869s
Running benchmark (1 samples)...

Results saved to: times.json
Collecting data...
Generating '/tmp/nsys-report-7638.qdstrm'

[1/8] [0%                          ] octax_nsys.nsys-rep
[1/8] [========================100%] octax_nsys.nsys-rep

[2/8] [0%                          ] octax_nsys.sqlite
[2/8] [========================100%] octax_nsys.sqlite
[3/8] Executing 'nvtx_sum' stats report

 Time (%)  Total Time (ns)  Instances     Avg (ns)         Med (ns)        Min (ns)       Max (ns)     StdDev (ns)    Style                                                  Range                                                
      0,0              357          1            357,0            357,0            357            357           0,0  PushPop  TSL:XlaPass:#name=scatter-slice-simplifier,module=jit_convert_element_type,program_id=17#           
      0,0              357          1            357,0            357,0            357            357           0,0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-verification-pipeline optimization,module=jit_multiply,progra…
      0,0              356          1            356,0            356,0            356            356           0,0  PushPop  TSL:XlaPass:#name=qr_expander,module=jit_convert_element_type,program_id=23#                        
      0,0              355          1            355,0            355,0            355            355           0,0  PushPop  TSL:XlaPassPipeline:#name=autotune-fusion-emitters,module=jit_convert_element_type,program_id=21#   
      0,0              355          1            355,0            355,0            355            355           0,0  PushPop  TSL:XlaPassPipeline:#name=autotune-fusion-emitters,module=jit_floor_divide,program_id=55#           
      0,0              355          1            355,0            355,0            355            355           0,0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-verification-pipeline optimization,module=jit_broadcast_in_di…
      0,0              354          1            354,0            354,0            354            354           0,0  PushPop  TSL:XlaPassPipeline:#name=autotune-fusion-emitters,module=jit_iota,program_id=7#                    
      0,0              353          1            353,0            353,0            353            353           0,0  PushPop  TSL:XlaPass:#name=dot_dimension_merger,module=jit_iota,program_id=7#                                
      0,0              353          1            353,0            353,0            353            353           0,0  PushPop  TSL:XlaPass:#name=splitk-rewriter,module=jit_convert_element_type,program_id=23#                    
      0,0              353          1            353,0            353,0            353            353           0,0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-verification-pipeline optimization,module=jit_dynamic_slice,p…
      0,0              352          1            352,0            352,0            352            352           0,0  PushPop  TSL:XlaPassPipeline:#name=async-wrapper,module=jit_broadcast_in_dim,program_id=69#                  
      0,0              352          1            352,0            352,0            352            352           0,0  PushPop  TSL:XlaPassPipeline:#name=autotune-fusion-emitters,module=jit_broadcast_in_dim,program_id=35#       
